draw_number,date,day_of_week,num1,num2,num3,num4,num5,num6,additional_number,group1_prize,group1_winners,is_synthetic
3457,2019-03-14,Thursday,2,4,17,21,25,46,44,0,0,False
3458,2019-03-18,Monday,2,5,8,17,43,47,25,0,0,False
3459,2019-03-21,Thursday,2,5,12,13,15,31,36,0,0,False
3460,2019-03-25,Monday,6,13,23,26,34,37,15,0,0,False
3461,2019-03-28,Thursday,2,15,20,26,29,44,43,0,0,False
3462,2019-04-01,Monday,7,12,22,30,31,36,2,0,0,False
3463,2019-04-04,Thursday,4,17,20,21,33,39,27,0,0,False
3464,2019-04-08,Monday,9,19,20,24,28,49,36,0,0,False
3465,2019-04-11,Thursday,5,12,13,17,29,47,4,0,0,False
3466,2019-04-15,Monday,8,19,25,34,35,47,30,0,0,False
3467,2019-04-18,Thursday,6,15,28,33,45,47,43,0,0,False
3468,2019-04-22,Monday,12,13,19,23,24,44,14,0,0,False
3469,2019-04-25,Thursday,1,7,14,15,32,38,39,0,0,False
3470,2019-04-29,Monday,4,10,26,31,39,48,19,0,0,False
3471,2019-05-02,Thursday,10,15,24,35,42,47,11,0,0,False
3472,2019-05-06,Monday,5,6,13,26,32,41,18,0,0,False
3473,2019-05-09,Thursday,5,10,11,18,26,49,4,0,0,False
3474,2019-05-13,Monday,2,3,19,21,23,31,1,0,0,False
3475,2019-05-16,Thursday,5,7,9,15,38,45,29,0,0,False
3476,2019-05-20,Monday,7,18,24,46,47,48,10,0,0,False
3477,2019-05-23,Thursday,12,20,22,31,32,46,38,0,0,False
3478,2019-05-27,Monday,5,9,17,21,22,32,34,0,0,False
3479,2019-05-30,Thursday,4,12,21,30,31,44,3,0,0,False
3480,2019-06-03,Monday,3,4,12,19,27,30,31,0,0,False
3481,2019-06-06,Thursday,21,24,28,31,32,38,4,0,0,False
3482,2019-06-10,Monday,10,11,15,17,19,46,4,0,0,False
3483,2019-06-13,Thursday,1,3,10,14,22,39,24,0,0,False
3484,2019-06-17,Monday,6,20,29,36,40,43,10,0,0,False
3485,2019-06-20,Thursday,8,19,25,26,29,34,7,0,0,False
3486,2019-06-24,Monday,8,17,25,32,41,48,21,0,0,False
3487,2019-06-27,Thursday,1,4,25,36,41,47,26,0,0,False
3488,2019-07-01,Monday,5,7,27,30,38,48,15,0,0,False
3489,2019-07-04,Thursday,7,9,21,34,36,45,27,0,0,False
3490,2019-07-08,Monday,9,11,22,23,24,29,49,0,0,False
3491,2019-07-11,Thursday,6,12,28,43,45,47,16,0,0,False
3492,2019-07-15,Monday,4,15,30,35,36,43,24,0,0,False
3493,2019-07-18,Thursday,14,20,25,28,31,42,9,0,0,False
3494,2019-07-22,Monday,7,23,30,34,43,47,2,0,0,False
3495,2019-07-25,Thursday,4,5,29,30,31,33,41,0,0,False
3496,2019-07-29,Monday,4,10,24,32,37,44,31,0,0,False
3497,2019-08-01,Thursday,3,8,22,30,31,48,42,0,0,False
3498,2019-08-05,Monday,4,15,16,20,21,26,18,0,0,False
3499,2019-08-08,Thursday,1,4,5,22,27,34,41,0,0,False
3500,2019-08-12,Monday,33,34,36,37,44,49,16,0,0,False
3501,2019-08-15,Thursday,3,11,27,29,40,42,1,0,0,False
3502,2019-08-19,Monday,2,6,19,20,26,45,30,0,0,False
3503,2019-08-22,Thursday,1,14,25,28,29,38,31,0,0,False
3504,2019-08-26,Monday,7,18,23,40,44,48,35,0,0,False
3505,2019-08-29,Thursday,6,22,33,40,45,47,49,0,0,False
3506,2019-09-02,Monday,1,5,18,20,33,44,48,0,0,False
3507,2019-09-05,Thursday,17,18,27,42,47,48,37,0,0,False
3508,2019-09-09,Monday,10,19,25,36,44,49,27,0,0,False
3509,2019-09-12,Thursday,7,10,30,33,44,45,46,0,0,False
3510,2019-09-16,Monday,9,17,29,32,36,40,30,0,0,False
3511,2019-09-19,Thursday,14,22,24,31,45,47,29,0,0,False
3512,2019-09-23,Monday,9,10,25,29,41,44,43,0,0,False
3513,2019-09-26,Thursday,9,19,30,34,35,46,49,0,0,False
3514,2019-09-30,Monday,10,13,16,38,42,47,11,0,0,False
3515,2019-10-03,Thursday,1,12,24,45,46,48,29,0,0,False
3516,2019-10-07,Monday,12,13,26,36,41,46,5,0,0,False
3517,2019-10-10,Thursday,4,18,26,32,34,45,33,0,0,False
3518,2019-10-14,Monday,4,5,14,25,26,45,29,0,0,False
3519,2019-10-17,Thursday,2,35,37,42,43,47,44,0,0,False
3520,2019-10-21,Monday,5,13,28,38,47,48,40,0,0,False
3521,2019-10-24,Thursday,14,24,25,29,43,44,7,0,0,False
3522,2019-10-28,Monday,5,19,20,27,34,36,24,0,0,False
3523,2019-10-31,Thursday,13,30,33,36,44,47,14,0,0,False
3524,2019-11-04,Monday,3,8,9,38,41,44,34,0,0,False
3525,2019-11-07,Thursday,5,26,28,30,34,46,42,0,0,False
3526,2019-11-11,Monday,3,20,29,30,39,41,6,0,0,False
3527,2019-11-14,Thursday,2,9,16,21,36,49,31,0,0,False
3528,2019-11-18,Monday,1,16,17,20,21,30,29,0,0,False
3529,2019-11-21,Thursday,1,4,16,18,30,32,37,0,0,False
3530,2019-11-25,Monday,3,6,16,35,38,46,23,0,0,False
3531,2019-11-28,Thursday,6,30,34,45,46,48,32,0,0,False
3532,2019-12-02,Monday,1,14,15,25,34,35,36,0,0,False
3533,2019-12-05,Thursday,2,9,14,26,30,47,34,0,0,False
3534,2019-12-09,Monday,21,22,27,30,39,44,46,0,0,False
3535,2019-12-12,Thursday,2,22,29,33,36,45,20,0,0,False
3536,2019-12-16,Monday,4,10,22,23,40,42,7,0,0,False
3537,2019-12-19,Thursday,19,21,27,36,40,44,2,0,0,False
3538,2019-12-23,Monday,1,15,35,41,42,43,28,0,0,False
3539,2019-12-26,Thursday,8,16,20,24,25,36,13,0,0,False
3540,2019-12-30,Monday,3,12,13,35,36,40,33,0,0,False
3541,2020-01-03,Friday,13,15,21,23,30,35,25,0,0,False
3542,2020-01-06,Monday,2,7,11,15,26,47,33,0,0,False
3543,2020-01-09,Thursday,12,24,34,38,46,47,28,0,0,False
3544,2020-01-13,Monday,2,3,4,13,16,33,14,0,0,False
3545,2020-01-17,Friday,1,11,24,28,45,48,23,0,0,False
3546,2020-01-20,Monday,11,18,20,22,27,37,39,0,0,False
3547,2020-01-23,Thursday,9,14,36,38,40,47,30,0,0,False
3548,2020-01-27,Monday,3,32,38,43,46,48,34,0,0,False
3549,2020-01-30,Thursday,7,20,29,41,47,49,28,0,0,False
3550,2020-02-03,Monday,6,9,23,34,42,49,22,0,0,False
3551,2020-02-07,Friday,10,15,16,21,24,49,2,0,0,False
3552,2020-02-10,Monday,8,12,15,17,32,46,20,0,0,False
3553,2020-02-13,Thursday,5,7,19,23,44,48,45,0,0,False
3554,2020-02-17,Monday,17,19,23,30,42,45,13,0,0,False
3555,2020-02-20,Thursday,7,19,26,31,34,40,6,0,0,False
3556,2020-02-24,Monday,11,24,26,29,42,47,25,0,0,False
3557,2020-02-27,Thursday,10,32,35,36,46,49,40,0,0,False
3558,2020-03-02,Monday,11,37,39,41,42,46,43,0,0,False
3559,2020-03-05,Thursday,12,14,30,37,38,40,42,0,0,False
3560,2020-03-09,Monday,4,11,14,22,29,47,6,0,0,False
3561,2020-03-12,Thursday,1,3,18,34,36,49,16,0,0,False
3562,2020-03-16,Monday,2,15,19,40,47,48,27,0,0,False
3563,2020-03-19,Thursday,8,19,27,33,37,47,18,0,0,False
3564,2020-03-23,Monday,10,30,35,39,42,49,18,0,0,False
3565,2020-03-26,Thursday,7,12,13,19,42,46,29,0,0,False
3566,2020-03-30,Monday,1,7,17,29,30,43,31,0,0,False
3567,2020-04-02,Thursday,4,11,14,23,28,47,24,0,0,False
3568,2020-06-25,Thursday,23,37,42,43,47,49,34,0,0,False
3569,2020-06-29,Monday,3,9,17,38,39,41,13,0,0,False
3570,2020-07-02,Thursday,3,20,36,38,43,48,16,0,0,False
3571,2020-07-06,Monday,1,22,26,38,39,48,40,0,0,False
3572,2020-07-09,Thursday,8,10,12,16,21,48,41,0,0,False
3573,2020-07-13,Monday,6,22,34,35,37,43,33,0,0,False
3574,2020-07-16,Thursday,5,18,27,28,29,37,21,0,0,False
3575,2020-07-20,Monday,1,20,23,24,40,42,48,0,0,False
3576,2020-07-23,Thursday,4,12,13,20,35,36,18,0,0,False
3577,2020-07-27,Monday,4,19,25,31,34,37,32,0,0,False
3578,2020-07-30,Thursday,18,24,34,38,43,48,8,0,0,False
3579,2020-08-03,Monday,1,3,10,15,32,40,7,0,0,False
3580,2020-08-06,Thursday,10,28,35,39,41,43,44,0,0,False
3581,2020-08-10,Monday,9,19,20,29,36,43,38,0,0,False
3582,2020-08-13,Thursday,5,9,29,41,42,43,28,0,0,False
3583,2020-08-17,Monday,1,2,15,30,35,46,38,0,0,False
3584,2020-08-20,Thursday,6,15,19,26,30,48,41,0,0,False
3585,2020-08-24,Monday,1,19,24,26,37,41,22,0,0,False
3586,2020-08-27,Thursday,2,10,13,32,41,43,24,0,0,False
3587,2020-08-31,Monday,12,15,16,23,25,46,47,0,0,False
3588,2020-09-03,Thursday,4,16,27,32,44,47,9,0,0,False
3589,2020-09-07,Monday,9,11,19,22,36,45,23,0,0,False
3590,2020-09-10,Thursday,15,21,27,36,39,43,45,0,0,False
3591,2020-09-14,Monday,2,11,13,15,28,45,36,0,0,False
3592,2020-09-17,Thursday,1,3,9,19,36,39,5,0,0,False
3593,2020-09-21,Monday,13,16,17,20,27,38,26,0,0,False
3594,2020-09-24,Thursday,4,31,36,40,45,48,26,0,0,False
3595,2020-09-28,Monday,5,16,27,34,41,42,49,0,0,False
3596,2020-10-01,Thursday,7,10,11,21,26,48,13,0,0,False
3597,2020-10-05,Monday,7,10,14,15,39,44,1,0,0,False
3598,2020-10-08,Thursday,2,3,7,12,21,34,41,0,0,False
3599,2020-10-12,Monday,1,10,14,40,41,48,30,0,0,False
3600,2020-10-15,Thursday,14,27,28,31,46,48,7,0,0,False
3601,2020-10-19,Monday,9,10,11,13,20,25,15,0,0,False
3602,2020-10-22,Thursday,11,25,28,30,34,36,24,0,0,False
3603,2020-10-26,Monday,2,8,11,19,41,49,27,0,0,False
3604,2020-10-29,Thursday,10,12,27,37,39,46,13,0,0,False
3605,2020-11-02,Monday,3,36,37,44,48,49,35,0,0,False
3606,2020-11-05,Thursday,3,19,25,33,40,44,37,0,0,False
3607,2020-11-09,Monday,8,12,13,30,37,46,36,0,0,False
3608,2020-11-12,Thursday,9,11,14,22,26,35,20,0,0,False
3609,2020-11-16,Monday,1,2,20,27,36,44,17,0,0,False
3610,2020-11-19,Thursday,3,12,22,23,34,42,49,0,0,False
3611,2020-11-23,Monday,1,7,11,22,30,45,48,0,0,False
3612,2020-11-26,Thursday,2,5,8,27,35,48,29,0,0,False
3613,2020-11-30,Monday,2,3,25,33,35,49,10,0,0,False
3614,2020-12-03,Thursday,1,7,8,11,36,40,31,0,0,False
3615,2020-12-07,Monday,7,13,14,33,37,48,24,0,0,False
3616,2020-12-10,Thursday,10,17,22,23,27,33,34,0,0,False
3617,2020-12-14,Monday,6,21,29,45,47,48,15,0,0,False
3618,2020-12-17,Thursday,5,8,27,33,35,41,30,0,0,False
3619,2020-12-21,Monday,4,8,15,31,36,39,47,0,0,False
3620,2020-12-24,Thursday,5,11,19,21,22,37,26,0,0,False
3621,2020-12-28,Monday,32,34,40,45,46,47,25,0,0,False
3622,2021-01-01,Friday,5,8,13,16,35,47,2,0,0,False
3623,2021-01-04,Monday,4,5,8,12,27,42,14,0,0,False
3624,2021-01-07,Thursday,1,7,9,12,32,36,17,0,0,False
3625,2021-01-11,Monday,3,5,8,19,26,47,41,0,0,False
3626,2021-01-14,Thursday,12,21,23,25,32,44,42,0,0,False
3627,2021-01-18,Monday,2,12,23,33,35,37,43,0,0,False
3628,2021-01-21,Thursday,8,11,15,17,19,35,45,0,0,False
3629,2021-01-25,Monday,8,9,12,17,33,39,48,0,0,False
3630,2021-01-28,Thursday,6,16,25,32,35,37,22,0,0,False
3631,2021-02-01,Monday,4,6,9,18,27,39,33,0,0,False
3632,2021-02-05,Friday,8,9,11,24,26,47,34,0,0,False
3633,2021-02-08,Monday,9,10,25,27,34,42,29,0,0,False
3634,2021-02-11,Thursday,10,23,25,28,46,49,36,0,0,False
3635,2021-02-15,Monday,9,13,18,20,34,40,36,0,0,False
3636,2021-02-18,Thursday,1,4,6,15,40,44,37,0,0,False
3637,2021-02-22,Monday,3,6,8,11,36,48,1,0,0,False
3638,2021-02-26,Friday,21,24,40,42,44,48,1,0,0,False
3639,2021-03-01,Monday,5,6,7,13,25,37,30,0,0,False
3640,2021-03-04,Thursday,11,12,20,28,30,38,27,0,0,False
3641,2021-03-08,Monday,8,13,17,27,33,40,38,0,0,False
3642,2021-03-11,Thursday,12,19,26,41,46,47,35,0,0,False
3643,2021-03-15,Monday,12,15,19,28,35,43,44,0,0,False
3644,2021-03-18,Thursday,2,5,12,24,25,29,3,0,0,False
3645,2021-03-22,Monday,2,12,20,35,37,44,17,0,0,False
3646,2021-03-25,Thursday,4,16,17,20,22,44,38,0,0,False
3647,2021-03-29,Monday,14,15,20,23,30,35,39,0,0,False
3648,2021-04-01,Thursday,10,11,15,21,29,44,26,0,0,False
3649,2021-04-05,Monday,9,11,15,17,25,40,5,0,0,False
3650,2021-04-08,Thursday,7,8,9,14,28,35,4,0,0,False
3651,2021-04-12,Monday,4,23,27,43,48,49,47,0,0,False
3652,2021-04-15,Thursday,10,14,23,25,35,46,39,0,0,False
3653,2021-04-19,Monday,8,10,16,17,20,43,32,0,0,False
3654,2021-04-22,Thursday,3,17,22,32,38,48,41,0,0,False
3655,2021-04-26,Monday,2,15,18,36,42,49,26,0,0,False
3656,2021-04-29,Thursday,2,19,22,29,36,43,5,0,0,False
3657,2021-05-03,Monday,15,17,18,35,41,42,3,0,0,False
3658,2021-05-06,Thursday,4,6,12,20,31,35,47,0,0,False
3659,2021-05-10,Monday,6,18,32,33,34,45,8,0,0,False
3660,2021-05-13,Thursday,2,4,5,16,39,47,24,0,0,False
3661,2021-05-17,Monday,5,6,11,36,41,46,8,0,0,False
3662,2021-05-20,Thursday,7,12,18,29,32,37,44,0,0,False
3663,2021-05-24,Monday,11,18,23,31,32,33,49,0,0,False
3664,2021-05-27,Thursday,3,7,9,24,36,38,43,0,0,False
3665,2021-05-31,Monday,14,15,18,19,30,44,6,0,0,False
3666,2021-06-03,Thursday,1,7,21,26,30,39,40,0,0,False
3667,2021-06-07,Monday,7,14,23,31,39,41,33,0,0,False
3668,2021-06-10,Thursday,1,9,15,22,24,42,10,0,0,False
3669,2021-06-14,Monday,5,16,23,24,28,45,40,0,0,False
3670,2021-06-17,Thursday,5,12,15,30,38,43,33,0,0,False
3671,2021-06-21,Monday,7,8,10,14,17,28,45,0,0,False
3672,2021-06-24,Thursday,1,12,17,21,24,44,23,0,0,False
3673,2021-06-28,Monday,14,31,32,33,38,47,45,0,0,False
3674,2021-07-01,Thursday,4,5,9,17,31,34,8,0,0,False
3675,2021-07-05,Monday,8,14,20,28,29,36,18,0,0,False
3676,2021-07-08,Thursday,7,9,15,20,23,40,2,0,0,False
3677,2021-07-12,Monday,18,19,23,24,38,45,27,0,0,False
3678,2021-07-15,Thursday,3,5,9,14,23,26,20,0,0,False
3679,2021-07-19,Monday,4,10,21,33,42,44,19,0,0,False
3680,2021-07-22,Thursday,1,21,26,38,44,45,17,0,0,False
3681,2021-07-26,Monday,3,8,30,34,39,46,44,0,0,False
3682,2021-07-29,Thursday,1,7,22,33,40,48,10,0,0,False
3683,2021-08-02,Monday,12,16,23,26,33,44,10,0,0,False
3684,2021-08-05,Thursday,3,17,19,23,32,38,7,0,0,False
3685,2021-08-09,Monday,15,24,33,34,36,40,18,0,0,False
3686,2021-08-12,Thursday,2,20,25,29,32,49,36,0,0,False
3687,2021-08-16,Monday,10,21,28,31,37,38,6,0,0,False
3688,2021-08-19,Thursday,1,3,9,39,40,47,29,0,0,False
3689,2021-08-23,Monday,5,17,26,27,31,48,4,0,0,False
3690,2021-08-26,Thursday,5,18,24,37,38,49,35,0,0,False
3691,2021-08-30,Monday,19,23,24,27,36,37,17,0,0,False
3692,2021-09-02,Thursday,3,4,6,10,19,42,34,0,0,False
3693,2021-09-06,Monday,1,15,31,32,33,44,20,0,0,False
3694,2021-09-09,Thursday,5,19,30,33,37,42,38,0,0,False
3695,2021-09-13,Monday,6,25,26,41,42,44,37,0,0,False
3696,2021-09-16,Thursday,9,10,15,30,38,48,2,0,0,False
3697,2021-09-20,Monday,3,6,10,16,33,49,1,0,0,False
3698,2021-09-23,Thursday,9,35,41,42,43,44,29,0,0,False
3699,2021-09-27,Monday,20,28,33,38,40,44,49,0,0,False
3700,2021-09-30,Thursday,5,8,14,26,30,44,47,0,0,False
3701,2021-10-04,Monday,10,14,28,30,35,40,6,0,0,False
3702,2021-10-07,Thursday,1,27,28,39,40,49,33,0,0,False
3703,2021-10-11,Monday,10,26,27,36,37,43,42,0,0,False
3704,2021-10-14,Thursday,10,15,16,24,45,47,19,0,0,False
3705,2021-10-18,Monday,5,23,24,27,44,49,26,0,0,False
3706,2021-10-21,Thursday,7,22,23,25,42,43,18,0,0,False
3707,2021-10-25,Monday,4,18,24,40,43,47,48,0,0,False
3708,2021-10-28,Thursday,3,20,27,34,35,46,37,0,0,False
3709,2021-11-01,Monday,7,15,22,24,26,37,9,0,0,False
3710,2021-11-04,Thursday,7,18,22,36,44,45,30,0,0,False
3711,2021-11-08,Monday,7,8,20,31,35,41,3,0,0,False
3712,2021-11-11,Thursday,5,7,12,35,48,49,2,0,0,False
3713,2021-11-15,Monday,23,27,31,34,43,48,1,0,0,False
3714,2021-11-18,Thursday,1,10,39,43,45,48,14,0,0,False
3715,2021-11-22,Monday,1,3,16,20,35,41,5,0,0,False
3716,2021-11-25,Thursday,6,20,27,32,40,44,4,0,0,False
3717,2021-11-29,Monday,1,7,12,26,28,32,21,0,0,False
3718,2021-12-02,Thursday,6,12,22,23,40,49,25,0,0,False
3719,2021-12-06,Monday,7,16,33,37,42,43,48,0,0,False
3720,2021-12-09,Thursday,1,17,30,31,42,43,46,0,0,False
3721,2021-12-13,Monday,5,18,19,23,40,49,20,0,0,False
3722,2021-12-16,Thursday,6,26,27,37,40,43,49,0,0,False
3723,2021-12-20,Monday,4,5,16,18,24,34,27,0,0,False
3724,2021-12-23,Thursday,1,21,35,39,44,45,42,0,0,False
3725,2021-12-27,Monday,3,9,13,23,24,44,7,0,0,False
3726,2021-12-30,Thursday,4,7,12,13,21,35,29,0,0,False
3727,2022-01-03,Monday,6,12,20,33,46,47,49,0,0,False
3728,2022-01-07,Friday,3,8,11,20,44,49,32,0,0,False
3729,2022-01-10,Monday,8,11,17,21,30,44,48,0,0,False
3730,2022-01-13,Thursday,3,6,18,20,26,35,34,0,0,False
3731,2022-01-17,Monday,4,13,26,31,33,35,29,0,0,False
3732,2022-01-21,Friday,2,4,11,13,28,38,49,0,0,False
3733,2022-01-24,Monday,1,8,10,31,32,38,39,0,0,False
3734,2022-01-27,Thursday,7,21,27,30,32,34,39,0,0,False
3735,2022-01-31,Monday,5,6,10,22,23,40,38,0,0,False
3736,2022-02-03,Thursday,15,28,31,32,44,49,18,0,0,False
3737,2022-02-07,Monday,1,11,17,28,32,35,44,0,0,False
3738,2022-02-11,Friday,9,13,14,16,18,28,10,0,0,False
3739,2022-02-14,Monday,10,23,29,33,37,43,8,0,0,False
3740,2022-02-17,Thursday,1,4,19,35,37,45,49,0,0,False
3741,2022-02-21,Monday,1,19,22,27,37,44,25,0,0,False
3742,2022-02-24,Thursday,4,11,15,25,41,48,14,0,0,False
3743,2022-02-28,Monday,1,9,20,27,37,49,33,0,0,False
3744,2022-03-03,Thursday,8,13,24,30,40,44,45,0,0,False
3745,2022-03-07,Monday,19,22,24,28,29,42,40,0,0,False
3746,2022-03-10,Thursday,1,8,25,32,45,46,44,0,0,False
3747,2022-03-14,Monday,19,37,38,45,47,49,25,0,0,False
3748,2022-03-17,Thursday,5,7,30,42,47,49,17,0,0,False
3749,2022-03-21,Monday,1,20,22,23,24,31,2,0,0,False
3750,2022-03-24,Thursday,3,12,15,22,34,45,2,0,0,False
3751,2022-03-28,Monday,5,9,10,12,39,44,14,0,0,False
3752,2022-03-31,Thursday,1,4,10,22,24,45,47,0,0,False
3753,2022-04-04,Monday,14,15,28,31,40,42,44,0,0,False
3754,2022-04-07,Thursday,1,7,10,28,31,44,23,0,0,False
3755,2022-04-11,Monday,2,12,18,27,36,49,6,0,0,False
3756,2022-04-14,Thursday,4,6,23,26,29,30,36,0,0,False
3757,2022-04-18,Monday,12,20,33,39,42,48,49,0,0,False
3758,2022-04-21,Thursday,13,16,19,32,38,43,20,0,0,False
3759,2022-04-25,Monday,6,16,26,32,39,47,23,0,0,False
3760,2022-04-28,Thursday,5,6,11,16,22,37,44,0,0,False
3761,2022-05-02,Monday,12,14,23,32,35,38,13,0,0,False
3762,2022-05-05,Thursday,7,13,35,39,41,45,1,0,0,False
3763,2022-05-09,Monday,5,12,15,21,30,39,6,0,0,False
3764,2022-05-12,Thursday,15,20,36,38,41,46,10,0,0,False
3765,2022-05-16,Monday,21,22,40,41,42,46,9,0,0,False
3766,2022-05-19,Thursday,5,8,13,20,21,46,31,0,0,False
3767,2022-05-23,Monday,7,10,16,21,27,35,22,0,0,False
3768,2022-05-26,Thursday,6,11,30,34,43,45,2,0,0,False
3769,2022-05-30,Monday,8,13,19,34,37,47,29,0,0,False
3770,2022-06-02,Thursday,12,19,26,28,46,49,41,0,0,False
3771,2022-06-06,Monday,12,28,29,34,41,47,16,0,0,False
3772,2022-06-09,Thursday,7,14,15,16,17,38,44,0,0,False
3773,2022-06-13,Monday,3,5,12,16,30,45,49,0,0,False
3774,2022-06-16,Thursday,2,7,16,18,24,45,36,0,0,False
3775,2022-06-20,Monday,20,25,28,33,40,49,1,0,0,False
3776,2022-06-23,Thursday,24,27,32,38,46,49,11,0,0,False
3777,2022-06-27,Monday,21,24,27,32,34,38,41,0,0,False
3778,2022-06-30,Thursday,2,15,17,27,41,48,38,0,0,False
3779,2022-07-04,Monday,2,3,9,27,28,38,15,0,0,False
3780,2022-07-07,Thursday,16,17,20,33,39,49,7,0,0,False
3781,2022-07-11,Monday,1,6,13,25,34,43,42,0,0,False
3782,2022-07-14,Thursday,8,10,15,36,39,44,9,0,0,False
3783,2022-07-18,Monday,3,20,36,41,43,47,9,0,0,False
3784,2022-07-21,Thursday,4,15,31,42,43,47,39,0,0,False
3785,2022-07-25,Monday,2,6,29,30,31,44,40,0,0,False
3786,2022-07-28,Thursday,1,2,25,33,36,40,7,0,0,False
3787,2022-08-01,Monday,3,10,12,29,45,47,26,0,0,False
3788,2022-08-05,Friday,14,18,24,37,43,45,8,0,0,False
3789,2022-08-08,Monday,2,9,33,34,37,49,29,0,0,False
3790,2022-08-11,Thursday,10,12,16,18,32,44,22,0,0,False
3791,2022-08-15,Monday,7,22,29,34,38,41,35,0,0,False
3792,2022-08-18,Thursday,2,4,12,18,28,43,38,0,0,False
3793,2022-08-22,Monday,5,20,23,36,42,44,47,0,0,False
3794,2022-08-25,Thursday,3,5,13,23,24,48,10,0,0,False
3795,2022-08-29,Monday,4,8,9,15,22,31,13,0,0,False
3796,2022-09-01,Thursday,1,18,28,42,43,48,45,0,0,False
3797,2022-09-05,Monday,4,9,13,18,34,47,3,0,0,False
3798,2022-09-08,Thursday,1,8,11,12,22,46,35,0,0,False
3799,2022-09-12,Monday,8,15,21,22,39,43,44,0,0,False
3800,2022-09-15,Thursday,13,15,27,29,38,45,40,0,0,False
3801,2022-09-19,Monday,1,5,14,23,40,45,16,0,0,False
3802,2022-09-22,Thursday,3,11,19,26,43,49,37,0,0,False
3803,2022-09-26,Monday,6,19,24,34,43,46,21,0,0,False
3804,2022-09-29,Thursday,27,29,31,44,46,49,42,0,0,False
3805,2022-10-03,Monday,7,16,20,29,33,42,39,0,0,False
3806,2022-10-06,Thursday,10,19,20,22,26,46,4,0,0,False
3807,2022-10-10,Monday,8,10,18,26,42,47,49,0,0,False
